index,Part,Nest,CutWidthAve,CutWidthHigh,CutWidthLow,Flatness,GDT_Data.FrontSurfacePt1,GDT_Data.FrontSurfacePt2,Sides_Parallelism123213,GDT_Data.PartNumber,Side1ToFront_Perpendicularity,Side1ToTop_Perpendicularity,GDT_Data.Side1_Pt1,GDT_Data.Side1_Pt2,GDT_Data.Side1_Pt3,GDT_Data.Side1_Pt4,GDT_Data.Side1_X_Angle,GDT_Data.Side1_Y_Angle,Side2ToFront_Perpendicularity,Side2ToTop_Perpendicularity,GDT_Data.Side2_Pt1,GDT_Data.Side2_Pt2,GDT_Data.Side2_Pt3,GDT_Data.Side2_Pt4,GDT_Data.Side2_X_Angle,GDT_Data.Side2_Y_Angle,Sides_Parallelism,GDT_Data.Spare[0],GDT_Data.Spare[10],GDT_Data.Spare[11],GDT_Data.Spare[12],GDT_Data.Spare[13],GDT_Data.Spare[14],GDT_Data.Spare[15],GDT_Data.Spare[16],GDT_Data.Spare[17],GDT_Data.Spare[18],GDT_Data.Spare[19],GDT_Data.Spare[1],GDT_Data.Spare[2],GDT_Data.Spare[3],GDT_Data.Spare[4],GDT_Data.Spare[5],GDT_Data.Spare[6],GDT_Data.Spare[7],GDT_Data.Spare[8],GDT_Data.Spare[9],GDT_Data.TopSurfacePt1,GDT_Data.TopSurfacePt2,GDT_Data.TopSurfacePt3,GDT_Data.TopSurfacePt4,GDT_Data.TopSurfacePt5,GDT_Data.TopSurfacePt6,GDT_Data.TopSurfacePt7,GDT_Data.TopSurface_X_Angle,HydroMES.AxialNonUniformityGrade,HydroMES.AxialNonUniformityRating,HydroMES.CTLStatus,HydroMES.CellContrastGrade,HydroMES.CellContrastRating,HydroMES.CellModulationGrade,HydroMES.CellModulationRating,HydroMES.DataMatrix_Code,HydroMES.Date,HydroMES.Feature101Data,HydroMES.Feature22DataHigh,HydroMES.Feature22DataLow,HydroMES.Feature91Data,HydroMES.Feature93Data,HydroMES.Feature94Data,HydroMES.Feature95Data,HydroMES.Feature99Data,HydroMES.FixedPatternDamageGrade,HydroMES.FixedPatternDamageRating,HydroMES.FlatnessStatus,HydroMES.GridNonUniformityGrade,HydroMES.GridNonUniformityRating,HydroMES.JobNumber,HydroMES.JobNumberTrimmed,HydroMES.OperatingCrew,HydroMES.OperatorID,HydroMES.OverallDimStatus,HydroMES.ParallelismStatus,HydroMES.PartMarkingStatus,HydroMES.PerpendicularityStatus,HydroMES.ReferenceDecodeGrade,HydroMES.ReferenceDecodeRating,HydroMES.SerialNumber,HydroMES.SupplierCode,HydroMES.Time,HydroMES.Type,HydroMES.UnusedErrorCorrectionGrade,HydroMES.UnusedErrorCorrectionRating,Model.CutWidth_HighLimit,Model.CutWidth_LowLimit,Model.Flatness_HighLimit,Model.Flatness_LowLimit,Model.Height,Model.Length,Model.Name,Model.Parellelism_HighLimit,Model.Parellelism_LowLimit,Model.SideToFrontPerp_HighLimit,Model.SideToFrontPerp_LowLimit,Model.SideToTopPerp_HighLimit,Model.SideToTopPerp_LowLimit,Model.TypeCode,Model.Width,RejectCode,Status
39,10,1,118.1575851,118.1846695,118.1400375,0.0377074,-4.585999966,-4.478000164,0.076394185,R47,0.077234074,0.032012496,1.466974139,1.495387554,1.2660079,1.328039527,-0.05512891,-0.097698301,0.059171267,0.040885668,0.844823837,0.9137941,0.993199468,1.076973557,-0.09310212,-0.082642496,0.020124568,0.043287329,2.528107643,2.439223766,2.417361259,2.35692358,2.318573475,2.479789257,2.433908939,0.222522885,0.341359049,0.188231006,44.80659866,0,0,0.048983421,0.067247592,-0.081409477,0.072823256,0.073479034,0.081009977,-0.738976479,-0.353647381,9.57875824,-28.14479256,-2.307433605,-9.000388145,-10.3381958,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.032012496,118.1846695,118.1400375,0.020124568,0.077234074,0.037723549,0.059171267,0.040885668,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,788,6,24:44.3,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
69,10,1,118.1599731,118.1842194,118.1460648,0.04239641,-4.605999947,-4.504000187,0.072150029,R47,0.079645485,0.030778324,1.457738161,1.488160253,1.262207508,1.323059916,-0.055634491,-0.095660254,0.057172086,0.036523554,0.856672764,0.922581434,1.004207611,1.080136538,-0.086454146,-0.080927573,0.023196159,0.042484879,2.527340174,2.441613436,2.408275604,2.347159624,2.311456442,2.470369577,2.430291891,0.21788092,0.329693139,0.184324995,45.40019608,0,0,0.047064751,0.071850233,-0.082468204,0.070882112,0.072601296,0.07618288,-1.713274002,0.044467878,11.36651039,-29.66331291,-0.382413864,-15.35137177,-11.26311684,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.030778324,118.1842194,118.1460648,0.023196159,0.079645485,0.041029822,0.057172086,0.036523554,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,809,6,34:49.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
99,10,1,118.1672668,118.1949844,118.1500397,0.0373596,-4.614999771,-4.522999763,0.065076672,R47,0.067702487,0.030229822,1.458578944,1.483039498,1.268602848,1.32242465,-0.047715399,-0.092997052,0.040205818,0.037997387,0.872349262,0.932503164,1.008815765,1.07758832,-0.07858444,-0.074683867,0.028572749,0.033960372,2.516916037,2.441397667,2.392053366,2.346081257,2.318673372,2.469920397,2.438152313,0.211815089,0.296616375,0.170104027,47.25566483,0,0,0.038271852,0.072052024,-0.077224649,0.061851539,0.065152287,0.069018185,-0.932761192,-8.24378109,10.18611336,-26.14026451,1.303501606,-6.922580719,-5.884599686,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.030229822,118.1949844,118.1500397,0.028572749,0.067702487,0.036326379,0.040205818,0.037997387,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,830,6,39:57.5,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
129,10,1,118.1604462,118.1857452,118.1461029,0.043793558,-4.611999989,-4.532000065,0.056588352,R47,0.076527379,0.030739198,1.465880752,1.49529469,1.26794982,1.327954054,-0.054503005,-0.096891195,0.062580511,0.038974032,0.850093365,0.915966153,0.999355495,1.074177742,-0.085757725,-0.081559882,0.016196538,0.043724619,2.518319368,2.432949305,2.405725718,2.353000641,2.306092739,2.461756945,2.419851542,0.220684573,0.299657524,0.185765192,31.72655487,0,0,0.047862727,0.067392781,-0.081099205,0.072085753,0.074975856,0.07968352,0.233685017,0.528571844,12.48619747,-19.15121269,-2.098519802,-15.32569885,-14.42465687,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.030739198,118.1857452,118.1461029,0.016196538,0.076527379,0.031637408,0.062580511,0.038974032,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,850,6,45:31.4,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
159,10,1,118.1684723,118.1990204,118.1449661,0.04709981,-4.632999897,-4.534999847,0.069320828,R47,0.07297568,0.035150561,1.470808864,1.504496694,1.276087761,1.342438221,-0.060976274,-0.094638646,0.043637954,0.042380743,0.858976305,0.924313426,0.988908947,1.06273222,-0.084822312,-0.0711824,0.030215524,0.042556766,2.518192053,2.422819138,2.393097401,2.341083288,2.29902029,2.465596437,2.425069094,0.215554073,0.309715152,0.162128881,46.85709381,0,0,0.048708688,0.07180009,-0.079539835,0.074987993,0.06665916,0.081658825,-1.069177628,-6.215548038,6.287020683,-24.30738831,-1.017800093,-9.123379707,-4.450296402,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.035150561,118.1990204,118.1449661,0.030215524,0.07297568,0.03059441,0.043637954,0.042380743,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,871,6,50:05.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
40,11,1,118.1279907,118.1382141,118.1145782,0.0397034,-4.546999931,-4.480000019,0.047392733,R47,0.066810839,0.068292871,1.435912967,1.496429801,1.258223653,1.336264133,-0.084454723,-0.08961875,0.060164597,0.058280941,0.824492872,0.898402989,0.966904819,1.050212502,-0.095828816,-0.078044616,0.01201713,0.040555418,2.569758415,2.470781326,2.33441186,2.335150957,2.285412788,2.51868248,2.481444836,0.204120487,0.276297241,0.177758619,74.4058609,0,0,0.038758148,0.119361065,-0.076833174,0.103564985,0.073915154,0.094327599,-4.981813431,-33.44556427,-19.83962822,-22.67311668,-1.48671484,16.47526932,12.96029663,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.068292871,118.1382141,118.1145782,0.01201713,0.066810839,0.049920835,0.060164597,0.058280941,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,789,6,24:48.2,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
70,11,1,118.1309509,118.1440506,118.1139908,0.03711138,-4.604000092,-4.520999908,0.058710597,R47,0.061029378,0.066916279,1.451952934,1.489530921,1.273164868,1.335544825,-0.060927302,-0.088271022,0.048475072,0.059460513,0.829820931,0.888197482,0.975782752,1.034681201,-0.071482539,-0.077573538,0.014601343,0.015225487,2.571983099,2.519027948,2.307328463,2.336052179,2.301856279,2.514303446,2.507371664,0.201050833,0.290385902,0.176685676,74.04868317,0,0,0.014311267,0.134794712,-0.074294835,0.07696496,0.068782888,0.070085987,-0.546815872,-30.8793087,-13.99108124,-17.87202072,0.448646069,14.43378448,15.16938019,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.066916279,118.1440506,118.1139908,0.014601343,0.061029378,0.04604869,0.048475072,0.059460513,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,810,6,34:52.8,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
100,11,1,118.1374512,118.1526108,118.118515,0.04104627,-4.616000175,-4.539999962,0.053759139,R47,0.071808971,0.069181904,1.45006001,1.495584726,1.266536951,1.34022522,-0.072663799,-0.089891322,0.042530365,0.059615403,0.832939923,0.898650944,0.974817932,1.045830369,-0.083336934,-0.076674819,0.030801864,0.026687248,2.57566452,2.504953861,2.303821802,2.338177204,2.277861118,2.518066883,2.50047493,0.204741299,0.273163497,0.174638703,80.81629181,0,0,0.024460478,0.138047054,-0.079027593,0.090517074,0.066172875,0.081690662,-8.182109833,-35.99742126,-17.1498642,-6.909302711,-3.787516117,15.87574005,16.81887054,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.069181904,118.1526108,118.118515,0.030801864,0.071808971,0.05281629,0.042530365,0.059615403,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,831,6,40:01.3,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
130,11,1,118.1337967,118.1462936,118.1166382,0.03543474,-4.605999947,-4.518000126,0.062247116,R47,0.062810041,0.070570968,1.445216894,1.509078622,1.268427253,1.352110982,-0.089933239,-0.0885318,0.06160415,0.059728891,0.812967539,0.897171676,0.963007271,1.042067051,-0.09951409,-0.07823392,0.010908933,0.045914736,2.561701059,2.454010487,2.328834534,2.323125839,2.263324976,2.49603343,2.457963467,0.201644793,0.31156987,0.178189799,65.25714874,0,0,0.044660758,0.118531249,-0.075076632,0.11102616,0.074547186,0.101022854,-2.158401966,-29.21830559,-15.02027321,-19.0778389,-2.844260454,6.756006241,8.038841248,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.070570968,118.1462936,118.1166382,0.010908933,0.062810041,0.03725715,0.06160415,0.059728891,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,851,6,45:35.2,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
160,11,1,118.1400604,118.1570587,118.1158905,0.031186641,-4.677999973,-4.574999809,0.072857678,R47,0.059320666,0.070335068,1.457745314,1.506001234,1.28023386,1.352563024,-0.073500134,-0.087787062,0.0453973,0.056822963,0.828959286,0.89541018,0.964685798,1.02951324,-0.080017976,-0.071574472,0.019401997,0.028876571,2.633211613,2.560192585,2.263877153,2.296963692,2.231882095,2.534438372,2.512479544,0.199948534,0.319530189,0.163021892,73.1379776,0,0,0.026935013,0.191596612,-0.073544629,0.093770348,0.067431599,0.081303567,-6.203231812,-33.89143372,-13.01366425,-20.11821365,-3.903174639,13.30025482,11.24654388,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.070335068,118.1570587,118.1158905,0.019401997,0.059320666,0.047191687,0.0453973,0.056822963,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,872,6,50:09.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
41,12,1,118.1419907,118.159874,118.1315384,0.039158744,-4.56400013,-4.475999832,0.062247451,R47,0.086513594,0.04028701,1.493093491,1.479960322,1.299501538,1.304812789,0.00476769,-0.097811095,0.091187805,0.025230048,0.842195451,0.862875938,1.007929325,1.032454371,-0.02755411,-0.088944279,0.015765801,0.049473997,2.587822437,2.477632046,2.443329573,2.383559704,2.32025671,2.515999317,2.474529743,0.222779796,0.341154218,0.202584267,47.21393585,0,0,0.058897048,0.085012406,-0.085483633,0.01230369,0.087535836,0.026195811,2.631873369,-3.651080132,12.24296284,-22.78434181,-8.688344002,-13.60520649,-2.57040596,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.04028701,118.159874,118.1315384,0.015765801,0.086513594,0.035027307,0.091187805,0.025230048,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,790,6,24:52.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
71,12,1,118.1462555,118.1655502,118.1393585,0.04109726,-4.576000214,-4.495999813,0.056588683,R47,0.084410198,0.040386923,1.496785641,1.468766332,1.30062294,1.304015636,0.01501065,-0.09573517,0.081267327,0.022785906,0.855255723,0.864859402,1.016547441,1.033034921,-0.015903331,-0.087393835,0.017879417,0.039443783,2.591985941,2.498052597,2.425323248,2.3760674,2.32331562,2.508517027,2.474630356,0.218051538,0.318345129,0.199052885,40.26409912,0,0,0.049352475,0.094714671,-0.084560141,0.002181296,0.083180271,0.018420655,0.330286026,-2.477232695,11.4422121,-24.25092316,-2.804768324,-21.69835663,-10.98682213,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.040386923,118.1655502,118.1393585,0.017879417,0.084410198,0.035693135,0.081267327,0.022785906,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,811,6,34:56.6,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
101,12,1,118.1441345,118.1559677,118.1355133,0.04176311,-4.586999893,-4.511000156,0.053758804,R47,0.078223534,0.04100839,1.498855233,1.482533574,1.313755989,1.319382429,0.006519053,-0.092376202,0.086148553,0.022769265,0.836682498,0.853212178,1.002178073,1.024821877,-0.023877395,-0.089419879,0.019886477,0.047461502,2.597022533,2.493938208,2.420745134,2.367502213,2.30330658,2.517591476,2.474798679,0.210400999,0.316780835,0.203667521,45.53821182,0,0,0.056138273,0.102341011,-0.081843898,0.009625624,0.085323364,0.026453728,-4.324427605,-5.507921696,11.48431969,-24.86390495,-7.300081253,-14.8467083,-6.32569313,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.04100839,118.1559677,118.1355133,0.019886477,0.078223534,0.036348224,0.086148553,0.022769265,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,832,6,40:05.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
131,12,1,118.1461563,118.1673431,118.1361313,0.038061863,-4.598999977,-4.517000198,0.05800296,R47,0.082001872,0.04299894,1.5027771,1.481483936,1.304915786,1.31386745,0.007522509,-0.096945904,0.095590614,0.019665038,0.841542661,0.86066097,1.003470898,1.030769348,-0.028292384,-0.088075384,0.02700232,0.048807252,2.582611561,2.470542669,2.425156593,2.367091894,2.306544781,2.509679794,2.461497784,0.220809191,0.335889578,0.200605229,45.88977814,0,0,0.059160519,0.090477198,-0.083502769,0.009134817,0.089468881,0.030663554,-2.486317635,-4.654062271,7.614243984,-25.47454453,-3.713837624,-13.73743248,-6.584764481,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.04299894,118.1673431,118.1361313,0.02700232,0.082001872,0.033088788,0.095590614,0.019665038,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,852,6,45:39.1,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
161,12,1,118.1525497,118.1811142,118.1373367,0.04241822,-4.590000153,-4.521999836,0.048100375,R47,0.088204689,0.043540932,1.511677265,1.483036995,1.308228254,1.312634706,0.014771228,-0.099167034,0.081239328,0.018218331,0.850830853,0.865533233,1.005907059,1.027229905,-0.021958441,-0.084026553,0.026263103,0.041847993,2.578657627,2.481283665,2.420418024,2.370317221,2.310246468,2.506942034,2.472593307,0.225868151,0.298983693,0.191383392,47.72926331,0,0,0.052078146,0.092367545,-0.086226106,0.001675496,0.083167978,0.025039079,-6.556271553,-5.110200882,9.949362755,-22.04252815,-4.256947994,-16.23496819,-1.313262939,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.043540932,118.1811142,118.1373367,0.026263103,0.088204689,0.031991892,0.081239328,0.018218331,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,873,6,50:16.6,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
42,13,1,118.1940536,118.2267456,118.1721497,0.030614718,-4.532000065,-4.440999985,0.064369366,R47,0.106629729,0.019612417,1.49394393,1.48139441,1.289186716,1.306471109,-0.002886046,-0.100713275,0.085663475,0.014192716,0.887797892,0.928899109,1.046881676,1.096482038,-0.055285279,-0.086650968,0.03977903,0.03924147,2.513733625,2.413969517,2.344534159,2.3092134,2.240255356,2.459874868,2.42888546,0.229389936,0.340462834,0.197360903,61.37937927,0,0,0.050844386,0.097444162,-0.094315588,0.021146322,0.085110389,0.052336201,-15.72640419,-21.2981987,2.357672215,-18.78458405,-9.582742691,-3.792615891,12.08118057,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.019612417,118.2267456,118.1721497,0.03977903,0.106629729,0.03337938,0.085663475,0.014192716,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,791,6,24:55.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
72,13,1,118.2038116,118.2415771,118.175621,0.032773942,-4.589000225,-4.458000183,0.092663497,R47,0.103413492,0.019789338,1.493690252,1.48726666,1.288271546,1.311562181,-0.01028096,-0.10109596,0.064426139,0.01557602,0.900906682,0.943984389,1.04525888,1.099163055,-0.059113309,-0.079452977,0.052637655,0.044398405,2.528136492,2.419460773,2.316215754,2.286103487,2.209761143,2.446484566,2.417406082,0.230261564,0.383669645,0.180966377,56.77348709,0,0,0.053148232,0.117077164,-0.092903502,0.026140021,0.075786173,0.058769424,-5.294267654,-21.0004673,3.677495718,-18.7716713,-11.91025925,-9.727148056,7.773017883,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.019789338,118.2415771,118.175621,0.052637655,0.103413492,0.028773485,0.064426139,0.01557602,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,812,6,35:00.5,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
102,13,1,118.2003708,118.2416077,118.1653671,0.033304193,-4.580999851,-4.46999979,0.078516431,R47,0.129663676,0.014353903,1.505082011,1.489286304,1.282479286,1.293583155,0.002859815,-0.110958941,0.078710921,0.012666497,0.903273106,0.932625651,1.052984118,1.09700501,-0.044723269,-0.083315,0.057673957,0.028486954,2.519044876,2.442946434,2.317240477,2.292579174,2.232526064,2.4567101,2.431309223,0.252725989,0.365732372,0.189762741,56.23417664,0,0,0.040196836,0.115713194,-0.104428597,0.015243506,0.082057886,0.040173538,-13.05059433,-16.55073929,4.238026142,-22.6027813,-9.897943497,-2.881788254,6.631393433,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.014353903,118.2416077,118.1653671,0.057673957,0.129663676,0.029234175,0.078710921,0.012666497,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,833,6,40:09.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
132,13,1,118.2013626,118.2324524,118.1832809,0.03394519,-4.546999931,-4.498000145,0.034660257,R47,0.101479486,0.021021258,1.494909644,1.484511375,1.288476825,1.314403653,-0.009465116,-0.099880382,0.084385201,0.013016907,0.889990211,0.93364197,1.05008328,1.104296207,-0.059651397,-0.08773338,0.038089518,0.044501718,2.503927708,2.398428202,2.337531567,2.295538664,2.226506233,2.4445858,2.40919733,0.227492899,0.271517724,0.19982627,55.70393753,0,0,0.05427428,0.095919371,-0.092054382,0.025106719,0.084549166,0.056511603,-10.89368629,-17.25051308,4.623174667,-19.72489357,-9.673380852,-5.332224846,8.979042053,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.021021258,118.2324524,118.1832809,0.038089518,0.101479486,0.028703935,0.084385201,0.013016907,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,853,6,45:43.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
162,13,1,118.2037354,118.237999,118.1786499,0.03493578,-4.605000019,-4.535999775,0.048807677,R47,0.116747424,0.021501593,1.500106215,1.489650846,1.286548853,1.305364847,-0.005096048,-0.105531104,0.079922095,0.012369776,0.896127522,0.933993638,1.05448997,1.103515625,-0.052963089,-0.08697398,0.050033741,0.039705306,2.550435305,2.454059362,2.297933817,2.277002335,2.191643,2.464262247,2.433914423,0.240363285,0.299277455,0.198096618,57.65099716,0,0,0.050446164,0.142125532,-0.098757744,0.019867133,0.082589649,0.051118124,-12.45671272,-15.68114567,2.959396124,-17.68085098,-11.79538345,-3.770441055,12.19428635,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.021501593,118.237999,118.1786499,0.050033741,0.116747424,0.029875137,0.079922095,0.012369776,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,874,6,50:19.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
43,14,1,118.1128235,118.121376,118.1067276,0.10690157,-4.532999992,-4.467999935,0.045978125,R47,0.045650914,0.035375983,1.452444077,1.511259913,1.305932164,1.365200639,-0.071975842,-0.077606872,0.068823852,0.052973378,0.781569481,0.865026832,0.922727525,1.00199008,-0.099182494,-0.073773928,0.029097315,0.055567108,2.569801807,2.46375823,2.372549295,2.268573284,2.279378653,2.415106297,2.348564625,0.176761597,0.281734496,0.168031484,96.89974213,0,0,0.054273512,0.104671374,-0.067542948,0.088206314,0.077716984,0.104442336,32.97400284,28.35849571,30.57222176,-57.07093048,35.82881165,-51.53450775,-67.31848145,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.035375983,118.121376,118.1067276,0.029097315,0.045650914,0.103147291,0.068823852,0.052973378,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,792,6,24:59.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
73,14,1,118.1180801,118.1243896,118.1113205,0.10378027,-4.576000214,-4.475999832,0.070735767,R47,0.044101465,0.03250635,1.451763988,1.515372515,1.310922027,1.368737936,-0.074011743,-0.076255478,0.06646286,0.053846903,0.785462797,0.868724287,0.923782587,1.002416611,-0.098680004,-0.072153412,0.030910375,0.056073822,2.553822994,2.450346231,2.367929935,2.265803576,2.270679951,2.4143188,2.349287987,0.173683599,0.335762739,0.164340511,87.89295197,0,0,0.054428209,0.101235487,-0.066862665,0.086065397,0.076680392,0.105754994,29.10923386,22.98005104,31.48450279,-55.22156143,28.67139053,-43.51039124,-59.96353912,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.03250635,118.1243896,118.1113205,0.030910375,0.044101465,0.091448046,0.06646286,0.053846903,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,813,6,35:04.4,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
103,14,1,118.1207199,118.1347046,118.1078415,0.1018437,-4.578000069,-4.502999783,0.053051833,R47,0.056947201,0.038415585,1.457909346,1.505654335,1.30162406,1.355981588,-0.062234476,-0.081157833,0.057663515,0.051797058,0.807349741,0.872891903,0.933062494,1.003245115,-0.082728207,-0.067923568,0.013400638,0.040461242,2.555629969,2.494853497,2.345594406,2.259513617,2.272359848,2.411896944,2.365958452,0.184849456,0.286685616,0.154706404,90.39940643,0,0,0.036659811,0.118534543,-0.072502561,0.075904898,0.072817057,0.088251151,27.69076729,28.52122688,39.69616699,-54.70323944,25.04957008,-44.92175674,-62.08409119,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.038415585,118.1347046,118.1078415,0.013400638,0.056947201,0.101780258,0.057663515,0.051797058,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,834,6,40:13.6,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
133,14,1,118.1161804,118.1240997,118.1130829,0.11314731,-4.576000214,-4.492000103,0.059417903,R47,0.043869402,0.035388436,1.447081327,1.503962159,1.305508494,1.363924146,-0.070276581,-0.074699558,0.057541821,0.05231097,0.793620527,0.873116195,0.930362284,1.002011299,-0.09212707,-0.070462331,0.021755626,0.051981192,2.561807871,2.468417406,2.359627485,2.259588003,2.263880968,2.408823252,2.34828496,0.170139745,0.301063597,0.160488814,89.42996979,0,0,0.051191386,0.111185014,-0.066760778,0.08463189,0.072763629,0.100245252,26.38319588,26.92222404,35.97534943,-54.414505,31.0154686,-51.91814041,-65.88613129,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.035388436,118.1240997,118.1130829,0.021755626,0.043869402,0.101861484,0.057541821,0.05231097,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,854,6,45:46.8,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
